"var","beta","HR","HR_low","HR_high","pvalue"
"age",0.101700779469439,1.10705216942669,2.97195323952703,3.08076180368214,1.24325736466111e-34
"sbp",0.0155854835333681,1.01570757061931,2.74080087868193,2.78213920455743,3.39448809488658e-05
"chol",-0.00295694476561252,0.997047422689726,2.6987387435691,2.72189578642482,0.176180017903644
"hdl",0.00184136693142925,1.00184306328856,2.69115453434829,2.75621461171936,0.762098537847864
"bmi",-0.0244741562740256,0.975822907492356,2.56096310135159,2.75274335307327,0.194743302090211
